fat,len,wid,slat,slon
0,0.8,50,42.23,-88.53
0,5.0,125,39.17,-78.17
0,0.1,10,40.62,-102.47
0,0.1,30,34.18,-98.73
0,1.75,800,35.82,-85.53
0,0.1,10,32.33,-92.23
1,15.0,220,36.05,-88.17
0,0.3,50,43.29,-97.733
0,2.24,60,36.5028,-89.0289
0,0.2,50,40.33,-86.38
0,4.0,75,39.7,-95.5
0,0.65,160,41.5779,-75.2899
0,0.2,30,38.5,-95.63
0,1.0,50,39.6,-88.22
0,5.6,125,30.69,-91.9
0,2.17,50,38.1489,-85.2886
0,4.0,50,41.93,-103.97
0,0.8,25,39.38,-102.98
0,1.0,50,35.358,-96.462
0,10.84,100,33.9081,-81.3538
0,0.11,50,38.11,-96.37
1,11.64,350,36.6441,-87.0049
0,3.0,100,40.5,-89.35
0,0.5,30,31.05,-93.2
0,0.1,25,42.12,-93.88
0,3.0,150,48.44,-96.67
0,0.61,50,30.9236,-90.5264
0,0.25,50,46.798,-67.807
0,1.0,40,30.42,-89.4
0,0.24,50,43.731,-97.762
0,1.0,220,39.63,-87.72
0,10.0,100,35.88,-111.42
0,0.7,150,41.03,-81.73
0,0.1,25,44.77,-97.4
0,2.0,30,33.73,-96.92
0,4.0,150,33.72,-99.75
0,0.2,50,36.8,-89.4
0,12.28,500,32.4275,-90.4134
0,0.1,30,33.08,-116.48
0,0.44,188,32.1307,-85.2295
0,8.1,300,41.07,-73.87
0,1.8,30,35.45,-91.25
0,9.98,125,37.7616,-89.0737
0,0.3,30,40.62,-94.03
0,3.15,300,36.5706,-93.3742
0,3.82,100,48.02,-98.25
0,2.23,75,30.009,-90.2
0,0.5,50,27.47,-80.33
0,0.33,25,34.3812,-81.5456
0,0.1,50,37.27,-93.38
0,0.86,100,42.805,-97.975
6,2.5,400,32.412,-97.754
0,0.3,50,26.93,-82.05
0,20.21,1300,40.4926,-98.1207
0,0.5,50,36.98,-76.63
0,5.2,100,37.27,-87.9
0,0.5,5,18.47,-67.12
0,0.1,10,41.37,-103.5
0,14.0,1000,41.6,-99.17
0,0.46,50,40.8734,-84.6304
0,0.1,10,29.83,-90.97
0,2.85,200,39.5645,-82.8285
0,2.01,250,31.03,-89.53
0,2.0,10,28.45,-82.65
0,2.0,30,37.02,-76.35
0,1.81,100,38.65,-85.61
0,0.5,50,32.03,-91.0
0,5.0,20,30.0,-90.42
0,0.8,200,39.52,-75.95
0,0.1,50,39.04,-103.95
0,0.56,50,36.37,-79.15
0,0.1,23,47.98,-96.93
0,2.49,100,33.6347,-95.2772
0,2.0,75,39.5,-98.7
0,3.0,40,34.18,-79.42
0,0.4,400,28.73,-97.6
0,1.32,40,40.7198,-94.8595
0,15.0,150,36.43,-89.47
0,5.0,30,30.38,-91.23
0,2.0,50,35.58,-90.37
0,0.2,30,30.48,-86.53
0,3.0,40,42.25,-98.18
0,0.1,30,39.52,-119.25
0,5.92,150,47.8,-97.61
0,13.5,100,41.63,-76.23
0,0.3,60,41.45,-95.87
0,0.5,20,36.3,-97.9
0,4.0,100,33.6,-90.87
0,2.27,300,35.4434,-92.2984
0,1.74,30,32.4444,-99.418
0,10.0,400,33.93,-90.65
0,0.01,20,33.48,-79.37
0,2.28,400,43.0671,-83.7173
0,0.75,70,35.2669,-88.0316
0,1.8,75,32.5405,-95.8429
0,7.66,120,37.4689,-89.9047
0,0.8,200,31.9152,-89.4882
0,0.1,5,26.6892,-80.1264
0,0.1,130,25.77,-80.2
0,0.1,10,32.95,-112.72
0,0.5,50,40.1,-75.62
0,4.9,440,37.9607,-101.325
0,0.3,50,33.75,-90.73
0,0.9,50,32.84,-85.76
0,0.5,50,37.8,-85.1
0,7.54,100,33.1541,-94.1611
0,17.08,800,44.0216,-89.9549
0,0.5,50,48.4,-106.93
0,2.0,25,37.03,-94.53
0,0.1,10,40.1,-104.58
0,0.1,13,43.27,-93.73
0,0.27,25,29.97,-92.58
0,7.39,100,37.298,-97.627
0,0.1,25,40.4,-93.485
0,1.2,50,35.35,-98.12
0,0.01,20,29.89,-84.91
0,0.1,30,33.77,-86.97
0,3.64,200,32.19,-83.18
0,0.1,10,43.05,-118.73
0,4.26,75,44.1067,-94.2189
0,0.5,75,28.72,-96.77
0,0.2,10,48.3,-101.28
0,2.0,30,33.68,-97.23
0,2.06,75,31.9935,-89.7217
0,0.2,20,36.8076,-82.3
0,1.0,120,44.55,-96.47
0,0.5,35,37.35,-79.95
0,0.57,50,31.17,-89.92
0,0.54,30,34.6,-101.24
0,0.2,30,36.39,-87.53
0,0.5,10,35.48,-90.37
0,0.1,20,29.73,-95.37
0,3.0,600,36.0,-94.11
0,0.43,10,30.8371,-81.8934
0,24.39,440,33.7,-81.02
0,0.5,20,47.17,-96.95
0,4.08,50,39.0979,-77.6376
0,0.24,50,31.4247,-89.5358
0,0.6,50,35.57,-101.22
0,0.74,75,38.35,-102.74
0,0.5,15,34.1,-117.43
0,0.1,50,30.4,-86.87
0,5.45,100,42.4932,-88.5704
0,0.1,20,35.32,-77.8
0,10.0,200,30.02,-93.85
0,0.5,90,38.1721,-85.6041
0,2.99,300,30.4907,-87.2052
0,31.3,180,43.02,-94.23
0,3.3,50,34.58,-91.97
0,0.1,20,42.4419,-91.6231
0,0.5,30,31.03,-82.02
0,0.2,10,40.12,-89.42
0,0.2,20,43.1,-102.13
1,14.84,200,35.9724,-85.8529
0,0.1,25,38.08,-89.85
0,6.69,300,37.22,-93.17
0,1.7,40,37.12,-76.4
0,0.3,75,47.87,-96.62
0,0.77,100,44.0635,-98.8025
0,2.47,20,30.7625,-89.5228
0,0.2,50,43.95,-88.37
0,0.1,30,27.63,-81.98
0,0.1,20,40.12,-87.98
0,4.0,250,36.23,-99.33
0,0.2,30,32.32,-89.17
0,0.5,100,36.3,-95.41
0,9.29,820,32.9346,-93.0201
0,9.51,1000,34.0699,-87.2016
0,0.05,30,28.83,-81.78
0,0.18,20,36.67,-92.52
0,2.0,150,39.77,-88.57
0,0.3,25,39.95,-101.7
0,3.0,10,30.43,-93.97
0,4.0,200,35.33,-94.42
0,0.1,20,31.52,-87.5
3,11.07,500,37.1246,-88.6368
0,8.62,300,32.8478,-87.4922
0,0.1,50,35.08,-104.27
0,2.32,50,40.4975,-84.2966
0,0.5,200,34.23,-98.68
0,1.7,130,37.38,-89.7246
0,1.0,50,33.48,-89.02
0,1.12,100,44.504,-102.389
0,0.1,50,41.45,-91.62
0,0.01,50,40.32,-103.73
0,5.03,200,36.8532,-93.8549
0,4.9,80,33.67,-88.18
0,5.0,400,33.45,-88.33
0,0.1,10,35.38,-112.67
0,5.37,125,40.0018,-86.8735
0,0.75,20,40.88,-82.65
0,5.0,10,29.62,-82.82
0,0.13,25,30.2927,-87.5742
0,3.5,100,39.25,-78.1
0,1.0,110,41.23,-102.28
0,0.2,50,41.7,-91.9
0,0.1,30,45.01,-101.77
0,2.73,250,34.0096,-93.9583
0,0.5,50,40.45,-75.5
0,1.5,75,32.85,-80.8
0,4.47,90,43.6579,-88.3394
0,0.2,60,38.12,-97.47
0,6.12,400,34.5898,-92.6561
0,2.78,80,41.3045,-104.6858
0,4.27,100,38.3476,-88.9352
0,0.2,100,29.13,-100.47
0,12.0,1760,34.8256,-94.7248
0,0.74,10,31.13,-92.97
0,5.0,200,39.62,-97.93
0,1.42,25,42.1541,-72.0677
0,0.5,10,39.46,-101.59
0,2.0,50,41.42,-76.58
0,0.2,20,33.68,-100.9
0,0.33,100,28.3771,-80.7388
0,0.7,250,39.75,-101.38
0,0.45,400,37.1096,-94.6244
0,1.2,75,35.9203,-86.189
0,2.62,100,40.1062,-76.9265
0,0.3,40,41.55,-103.48
0,1.0,10,36.07,-90.95
0,0.1,10,43.28,-102.88
0,0.1,15,33.3634,-101.92
0,0.1,50,39.08,-103.62
0,12.5,50,42.98,-93.33
0,2.5,150,38.5434,-101.0318
0,0.1,30,48.45,-101.82
0,4.3,50,35.09,-78.62
0,0.2,10,32.33,-96.23
0,0.1,20,32.08,-88.22
0,0.43,75,37.38,-96.97
0,0.2,20,36.48,-89.65
0,0.75,75,31.9635,-91.2801
0,0.79,50,33.74,-103.43
0,0.23,30,28.9811,-95.483
0,0.57,75,34.2839,-92.526
0,0.57,15,26.9177,-81.9729
0,2.58,200,35.544,-81.482
0,0.2,30,25.77,-80.27
0,0.1,30,42.55,-99.0
0,0.1,50,40.28,-103.55
0,2.0,200,40.6807,-95.8905
0,1.84,25,39.4581,-89.3357
0,0.16,25,38.66,-93.65
0,2.1,50,41.27,-90.83
0,4.0,400,43.28,-99.5
0,0.3,100,36.75,-101.35
0,4.0,50,46.83,-99.9
0,3.0,50,45.55,-96.23
0,0.1,20,48.5,-118.2
0,0.3,25,48.02,-99.57
0,6.2,50,47.71,-101.37
0,0.7,150,48.92,-97.73
0,0.5,50,37.87,-90.0
0,0.5,50,38.15,-98.18
0,1.0,250,41.3,-85.12
0,0.2,75,45.03,-90.18
0,4.0,75,37.7,-86.92
0,6.36,150,41.49,-93.78
0,0.04,25,36.2349,-89.8029
0,1.31,25,40.2829,-94.8887
0,3.55,30,39.24,-91.7
0,3.52,200,40.4369,-94.7211
0,6.0,100,42.23,-96.07
0,0.1,50,33.28,-84.57
0,0.2,10,33.97,-98.68
0,0.1,10,26.93,-82.05
0,2.5,25,33.35,-117.28
0,15.0,880,34.7649,-95.3112
0,0.39,20,39.55,-83.78
0,1.56,25,38.8313,-77.0243
0,0.48,50,39.0208,-99.1678
0,2.0,100,36.97,-86.92
0,5.22,200,31.23,-81.45
0,0.4,20,37.43,-100.52
0,10.0,200,30.05,-84.85
0,0.95,30,48.3089,-102.1612
0,0.3,40,40.5,-91.55
0,0.1,10,41.32,-90.55
0,0.1,100,36.02,-103.33
8,10.7,586,34.8744,-85.1785
0,4.36,325,38.6648,-90.3403
0,0.3,20,34.1,-91.52
0,1.03,75,41.91,-92.84
0,3.0,50,35.75,-86.55
0,2.0,100,40.17,-76.45
0,0.1,50,36.38,-92.57
0,1.0,30,31.03,-95.67
0,4.62,50,41.3029,-83.1045
0,9.43,440,40.8031,-97.9366
0,4.97,150,41.74,-92.58
0,1.0,50,35.75,-95.33
0,1.05,50,41.5713,-85.8311
0,43.03,200,36.0329,-100.272
0,0.01,50,39.0,-106.02
0,10.78,200,42.55,-88.33
0,8.76,100,30.7677,-89.1647
0,8.61,220,33.53,-80.1
0,2.25,50,44.8949,-88.2802
0,8.77,700,31.6716,-92.2606
0,0.1,20,29.05,-98.88
0,17.0,300,42.33,-102.03
0,0.1,50,42.92,-96.43
0,2.5,50,43.22,-83.97
0,0.1,20,29.4,-90.28
0,0.05,40,39.2511,-94.4442
0,1.0,75,31.7,-97.53
0,5.0,100,42.35,-96.12
0,10.0,73,36.87,-87.75
0,2.0,30,30.47,-91.17
0,0.71,50,39.02,-84.96
0,0.07,20,46.4899,-101.2514
0,4.0,50,43.7,-94.02
0,0.62,75,36.2724,-91.2288
0,0.45,60,33.4164,-79.4516
0,0.1,20,34.93,-76.43
0,0.5,20,37.17,-94.75
0,1.0,40,32.17,-91.35
0,0.6,25,37.9843,-101.148
0,3.0,150,31.74,-93.12
0,0.4,75,44.12,-88.1
0,0.5,50,35.0,-102.62
0,0.47,25,39.194,-85.1001
0,0.1,10,26.8,-80.13
0,0.1,10,40.7,-84.1
1,0.3,23,42.83,-83.57
0,0.3,50,35.23,-75.63
0,1.0,50,40.38,-88.63
0,13.05,75,34.84,-118.21
0,0.5,100,30.3,-102.87
0,0.49,50,32.7477,-97.4764
0,3.5,40,42.57,-91.8
0,0.01,15,41.15,-117.52
0,1.0,50,39.2,-91.28
0,1.5,300,36.62,-83.88
0,25.46,400,34.24,-88.16
0,0.1,50,41.98,-91.95
0,5.94,50,41.266,-90.7081
0,0.1,20,41.45,-100.2
0,0.5,40,34.3862,-89.4628
0,2.5,50,35.9,-84.02
0,8.03,100,34.2304,-102.5229
0,0.05,20,29.8,-81.55
0,0.1,20,32.43,-100.62
0,1.0,1,30.3,-81.4
0,0.7,50,45.68,-96.73
0,0.18,20,35.57,-76.54
0,0.1,30,35.57,-95.62
0,4.0,200,38.03,-78.53
0,0.5,15,36.48,-119.32
0,0.1,20,46.06,-97.35
0,1.46,60,35.0786,-86.3008
0,1.49,125,38.4403,-86.6147
0,0.5,10,30.03,-92.13
0,7.58,125,40.94,-93.75
0,0.5,25,48.9,-96.93
0,4.23,200,40.0005,-90.4201
0,0.75,30,41.9322,-88.47
0,3.39,100,36.76,-90.26
0,0.2,50,38.13,-76.43
0,0.01,25,41.31,-91.95
0,0.1,30,39.25,-114.9
0,0.2,10,30.3,-91.98
0,0.2,30,42.8,-94.75
0,0.5,100,34.72,-76.7
0,10.7,800,34.6192,-94.5619
0,0.33,50,37.3244,-95.3215
0,0.5,100,32.33,-81.2
0,5.15,100,34.6202,-91.7206
0,0.5,100,33.22,-97.87
0,5.0,100,38.92,-96.68
0,0.72,100,41.6055,-72.9833
0,8.09,200,30.57,-102.677
0,0.2,10,45.7,-118.83
0,0.42,200,32.4636,-94.0565
0,0.25,25,39.09,-93.56
0,0.39,35,33.7888,-97.8338
0,0.2,50,35.12,-95.22
0,0.2,75,37.43,-102.67
0,0.1,20,33.92,-78.03
0,0.1,50,40.83,-83.92
0,0.3,100,34.5,-77.68
0,0.32,200,31.5499,-91.168
0,4.48,100,39.1907,-99.8292
0,1.48,350,31.6445,-83.831
0,10.09,600,30.0105,-90.0
0,0.5,25,29.73,-95.37
0,1.32,100,38.6143,-99.1674
0,0.74,175,38.5009,-91.4039
0,0.1,30,34.1,-102.13
2,3.94,475,34.7501,-92.3773
0,6.0,50,32.13,-86.5
0,1.15,80,32.2421,-92.7312
0,7.0,100,27.37,-98.17
0,1.2,50,29.9,-81.31
0,0.8,30,33.23,-79.38
0,0.5,75,35.35,-98.95
0,6.0,300,41.1,-101.77
0,11.8,150,33.07,-94.6
0,3.0,100,40.75,-92.0
0,3.3,300,32.58,-85.82
0,0.92,100,31.2212,-85.3765
0,0.11,50,36.9715,-92.0525
0,7.0,100,41.43,-98.35
0,1.92,50,37.0186,-86.1459
0,0.3,50,47.47,-102.84
0,0.3,75,39.72,-86.15
0,0.1,10,30.85,-93.37
0,0.1,50,39.87,-104.67
0,3.1,100,37.72,-100.6
0,4.18,250,39.6883,-83.7269
0,0.2,20,39.57,-101.37
0,2.0,50,42.48,-97.6
0,1.83,250,32.2782,-94.9999
0,0.2,20,39.68,-100.52
0,0.38,50,43.86,-84.77
0,0.2,60,36.88,-80.55
0,0.22,25,27.6501,-97.3728
0,0.16,100,31.6792,-92.1562
0,0.7,50,38.43,-90.78
0,0.5,20,41.22,-99.47
0,5.5,200,37.73,-99.47
0,0.1,10,45.45,-98.32
0,0.21,20,38.97,-91.1486
0,0.04,50,35.37,-100.66
0,0.5,50,40.0531,-122.143
0,0.1,25,39.91,-94.26
0,0.01,10,30.42,-83.18
0,1.0,75,37.75,-90.78
0,0.02,25,39.4,-83.76
0,0.25,20,39.73,-122.55
0,0.5,55,37.57,-98.02
0,4.0,100,30.5,-89.7
0,3.7,350,35.6183,-95.2472
0,4.81,300,34.75,-92.38
0,3.79,50,38.9848,-85.8968
0,9.0,150,38.43,-99.45
0,2.0,25,47.53,-96.83
0,0.2,30,42.57,-98.88
0,2.27,144,32.6071,-93.8777
0,1.0,200,36.98,-85.6
0,5.11,1200,33.1878,-92.5317
0,4.0,100,30.85,-85.6
0,1.0,100,38.97,-89.73
0,10.27,440,32.2882,-89.1817
0,0.1,50,39.97,-96.18
0,2.65,100,31.683,-88.9929
0,7.9,175,35.05,-86.3
0,5.0,50,32.63,-96.53
0,0.1,20,42.08,-88.85
0,0.1,30,31.07,-96.15
0,0.1,30,34.02,-100.68
0,0.9,150,35.02,-86.27
0,3.41,125,37.3831,-86.5611
0,0.2,40,37.7,-77.8
0,0.62,75,26.52,-80.08
0,0.79,50,27.9723,-82.7178
0,0.1,50,40.96,-102.48
0,3.06,75,41.6272,-88.1846
0,2.06,176,33.2991,-80.5621
0,0.07,50,39.3996,-78.1886
0,0.69,20,40.8944,-89.1222
0,0.1,20,43.2,-86.15
0,0.1,50,35.2,-114.37
0,22.0,100,28.98,-82.37
0,4.52,25,41.8661,-97.4221
0,3.5,350,34.5,-99.92
0,0.3,50,39.28,-100.87
0,0.9,40,32.33,-95.99
0,2.24,350,31.4151,-84.9804
2,45.68,1600,41.1325,-92.3117
0,0.01,25,38.8495,-96.4537
0,6.27,400,31.4481,-89.8583
0,0.5,30,35.08,-95.55
0,1.0,50,43.5,-98.84
0,1.5,50,35.02,-86.82
0,1.0,30,42.82,-102.05
0,4.33,100,45.0801,-92.9605
0,0.1,20,30.25,-89.73
0,5.0,400,40.17,-90.63
0,2.68,800,30.8619,-84.2321
0,1.8,75,34.2506,-77.8175
0,1.0,20,40.32,-91.4
0,0.5,100,36.4,-87.65
0,0.7,50,35.47,-92.17
0,2.0,500,46.07,-93.52
0,0.97,125,39.3362,-98.5238
0,6.4,220,41.4,-91.12
0,0.01,20,40.58,-100.38
0,0.1,20,35.13,-91.85
0,5.0,0,38.68,-97.8
0,5.0,20,40.87,-88.12
0,0.5,40,31.85,-81.3
0,2.5,20,40.58,-96.6
0,28.21,200,31.95,-83.98
0,2.0,50,46.0,-94.6
0,3.02,50,44.1002,-93.8794
0,1.18,200,34.54,-86.6221
0,1.0,50,37.77,-77.27
0,4.0,50,37.15,-92.85
0,2.5,50,46.25,-97.8
0,0.56,50,33.6624,-104.576
0,1.19,25,31.3142,-84.3536
0,0.1,25,40.39,-104.52
0,6.97,880,42.8982,-74.1678
0,0.11,25,38.97,-94.91
0,0.15,50,35.8641,-100.0027
0,0.1,20,41.05,-103.0
0,1.0,30,28.17,-81.6
0,0.2,20,34.95,-97.3
0,6.52,100,32.006,-94.632
0,0.0,0,0.0,0.0
0,4.5,100,31.39,-97.56
0,0.1,25,48.58,-96.98
0,5.65,100,46.3605,-88.181
0,0.4,50,32.448,-91.216
0,20.0,200,35.77,-90.18
0,2.0,50,36.02,-99.62
0,27.89,880,36.9979,-91.8155
0,0.5,50,31.75,-89.67
0,0.01,15,28.69,-81.06
0,2.5,100,38.88,-97.17
0,43.0,300,35.12,-91.45
0,0.13,50,38.693,-84.17
0,0.5,100,37.7052,-86.2417
0,2.0,70,37.22,-85.95
0,0.58,200,37.7708,-90.6263
0,3.5,175,40.45,-81.52
0,0.85,75,38.29,-98.65
0,2.0,50,41.82,-93.65
0,4.75,800,42.57,-96.5562
0,5.84,50,36.4594,-86.3364
0,0.14,10,35.0303,-78.0555
0,0.2,25,40.6671,-101.5398
0,17.0,200,36.22,-88.42
0,5.19,100,38.637,-94.5558
0,0.25,125,46.473,-68.967
0,0.5,50,41.35,-89.73
0,7.71,50,33.5016,-80.8805
0,4.5,200,36.36,-84.42
0,2.0,100,39.75,-89.9
0,16.0,50,27.9,-81.62
0,0.1,10,42.4,-91.65
0,2.0,50,29.98,-98.03
0,13.99,250,41.0994,-95.9611
0,1.0,25,41.22,-98.72
0,5.79,130,26.8596,-80.1432
0,2.5,50,36.87,-97.95
0,0.46,75,31.3955,-90.5334
0,0.49,75,38.37,-100.23
0,0.2,75,36.35,-98.57
0,0.1,30,40.28,-90.43
0,0.2,30,42.13,-96.25
0,0.1,10,40.75,-89.38
0,0.25,50,38.9441,-102.166
0,0.2,50,43.15,-99.1
0,0.8,100,35.35,-92.28
1,15.0,400,38.33,-86.57
0,10.25,225,36.3961,-88.8048
0,0.95,150,36.7508,-89.5846
0,0.1,25,35.13,-90.85
0,0.95,110,32.3366,-92.6804
0,0.2,30,36.379,-99.53
0,0.1,15,38.6356,-100.3196
0,0.5,50,38.25,-104.12
0,0.1,23,34.17,-96.82
0,0.1,10,43.23,-114.35
0,10.0,0,35.77,-89.12
0,0.2,25,31.48,-83.88
0,0.3,50,39.98,-79.35
0,0.1,10,43.57,-116.28
0,0.3,50,41.83,-87.65
0,0.2,30,29.88,-95.57
0,0.25,10,38.87,-101.42
0,0.75,30,42.4465,-94.932
0,0.2,50,34.7,-76.77
11,24.66,700,30.9998,-83.5841
0,1.43,50,32.7,-90.93
0,0.5,50,43.0,-84.95
0,2.78,75,34.3929,-92.5105
0,0.05,50,31.1887,-102.2303
0,0.05,30,45.09,-101.64
0,0.5,40,37.3,-98.05
0,0.1,30,38.08,-99.98
0,0.5,50,45.45,-105.93
0,1.0,10,30.4,-92.4
0,1.92,90,33.2148,-97.488
0,0.61,300,38.5906,-90.4392
0,4.29,100,35.1929,-93.801
0,2.96,50,33.51,-91.12
0,0.27,30,43.92,-100.3
0,0.2,30,26.17,-97.98
0,0.5,50,29.2,-96.28
0,0.1,40,44.82,-87.95
0,2.0,125,39.7,-76.37
0,4.71,150,41.8463,-93.6687
0,0.2,20,38.73,-94.23
0,2.0,220,38.47,-98.53
0,1.0,300,31.73,-89.17
0,0.68,75,44.7731,-92.8647
0,3.0,150,48.22,-98.07
0,0.4,80,28.2,-81.33
0,0.49,20,40.4492,-109.538
0,6.4,200,36.47,-87.4
0,0.57,25,29.7203,-84.7545
0,2.52,150,32.2606,-93.0064
0,0.2,30,34.1167,-98.9066
0,2.16,300,44.113,-103.593
0,0.3,100,39.48,-96.77
0,5.84,100,32.797,-83.17
0,5.0,60,32.32,-81.88
0,0.5,45,30.1,-95.62
0,0.1,15,41.87,-86.33
0,2.34,50,35.926,-78.4534
0,1.31,100,37.901,-79.202
0,1.2,50,37.28,-88.53
0,1.0,100,30.2,-96.92
0,2.05,150,37.1,-95.05
0,1.0,25,38.78,-101.78
0,0.59,10,29.88,-81.43
0,1.0,30,28.35,-80.73
0,0.3,30,34.758,-96.534
0,0.8,100,40.02,-75.27
0,0.5,23,39.27,-76.52
0,0.1,50,44.7,-94.18
0,18.91,2000,39.47,-98.32
0,5.6,550,35.9751,-96.2571
0,0.02,50,41.56,-84.83
0,1.75,100,34.66,-101.2
0,0.1,10,42.5,-91.98
0,0.5,50,40.98,-102.42
0,1.0,440,40.95,-76.88
0,1.5,50,34.9,-86.75
0,0.1,40,35.27,-95.38
0,1.6,200,36.7645,-95.8126
0,6.98,60,34.1257,-80.393
0,22.1,200,40.22,-92.2
0,3.87,75,35.8303,-78.3232
0,0.1,10,39.32,-119.35
0,2.23,150,31.5566,-92.7473
0,6.0,150,40.12,-90.67
0,0.83,50,38.49,-98.87
0,4.5,40,39.12,-93.78
0,0.08,10,44.0624,-89.2517
0,0.1,20,37.7,-98.48
0,2.5,50,45.32,-95.58
0,1.0,75,42.75,-98.65
0,23.0,350,37.8,-95.95
0,0.3,0,29.97,-95.7
0,0.9,75,34.4,-85.57
0,0.97,150,39.5397,-82.6933
0,0.2,30,34.67,-96.27
0,0.34,25,44.3134,-93.4661
0,1.21,100,34.5107,-87.8727
0,1.5,34,38.22,-85.83
0,23.01,860,33.0057,-89.8017
0,0.1,25,35.3767,-101.394
0,5.0,880,36.77,-94.93
0,0.3,30,37.97,-99.42
0,7.28,100,46.87,-102.05
0,1.79,50,41.4124,-85.9189
0,9.89,704,32.5393,-96.6333
0,2.0,300,39.0584,-104.043
0,0.4,75,42.23,-72.15
1,8.0,150,29.17,-81.1
0,0.48,25,43.998,-92.3098
0,1.0,80,36.55,-96.17
0,1.0,30,29.97,-95.7
0,2.0,50,32.55,-89.95
0,0.5,20,34.37,-81.85
0,0.2,20,40.83,-94.55
0,0.5,50,38.05,-102.32
0,2.38,20,44.91,-97.88
0,0.1,20,35.0322,-97.2747
3,29.0,1000,35.0,-87.48
0,5.0,50,38.4,-76.98
0,0.7,80,38.13,-92.83
0,0.8,20,36.02,-80.53
0,0.1,10,36.12,-76.95
0,4.47,75,36.1721,-100.4427
0,0.4,50,32.06,-89.75
0,0.43,225,41.8986,-72.1347
0,1.74,100,32.7,-100.94
0,5.1,75,34.1942,-97.5205
0,1.0,23,36.47,-86.18
0,0.1,20,36.28,-79.73
0,0.1,23,47.78,-95.7
0,2.0,100,31.5,-89.85
0,0.58,30,28.3691,-97.6643
0,22.29,600,34.0628,-91.2735
0,0.1,30,41.22,-86.58
0,0.1,50,26.25,-97.77
0,2.57,200,37.0471,-99.0761
0,0.93,150,32.2778,-97.5066
0,2.72,300,32.4,-90.54
0,0.5,100,40.42,-103.9
0,0.1,20,35.63,-100.35
0,0.1,0,35.32,-100.97
0,1.14,75,43.64,-88.99
0,0.1,13,41.22,-103.32
0,1.0,30,37.73,-83.03
0,1.91,50,34.1388,-91.319
0,0.7,50,36.1866,-90.3432
0,1.3,50,38.8,-83.6
0,0.1,10,32.8,-85.58
0,1.0,100,36.17,-97.72
0,0.2,25,35.77,-100.72
0,0.5,75,34.2016,-99.0534
0,2.54,50,41.76,-98.39
0,0.5,50,35.23,-77.85
0,0.2,50,40.28,-86.52
0,0.2,30,39.38,-100.13
0,0.1,40,38.82,-89.85
0,12.0,80,25.08,-80.45
0,0.4,10,48.97,-101.02
0,5.0,300,41.5,-79.02
0,0.8,50,30.0716,-85.6074
0,6.0,200,34.3,-83.25
0,0.1,50,36.32,-96.0
0,0.75,250,32.865,-97.9102
0,2.0,50,39.22,-104.07
0,0.12,75,37.7666,-101.387
0,5.78,150,33.0621,-94.686
0,0.08,20,42.9562,-106.091
0,17.0,250,41.38,-103.42
0,12.5,70,32.97,-94.4
0,3.0,20,41.6003,-100.587
0,4.1,25,39.3611,-102.8663
0,0.1,25,43.8,-93.42
0,0.1,50,33.1,-101.75
0,2.73,50,35.8374,-87.2672
0,2.0,50,37.12,-89.02
0,2.0,50,35.373,-97.131
0,0.5,50,41.3823,-86.2197
0,0.16,25,30.815,-92.0455
0,1.28,25,35.1558,-79.4395
0,2.22,75,32.8596,-95.05
0,0.5,60,38.6235,-86.0221
0,1.0,25,35.53,-95.83
0,0.1,0,34.6,-82.98
0,5.0,50,34.37,-82.4
0,0.1,25,41.5337,-90.2518
0,0.8,25,39.82,-100.4
0,11.83,300,40.1212,-89.2471
0,0.2,50,41.63,-97.13
0,1.5,50,29.72,-95.05
0,0.1,20,30.45,-102.87
0,1.0,50,45.33,-93.77
0,0.1,40,34.58,-102.32
0,0.1,20,30.25,-90.97
0,0.25,25,31.02,-81.81
0,1.22,50,32.6743,-85.1374
3,69.4,1760,35.22,-88.02
0,0.1,50,36.25,-76.5
0,2.15,279,30.6087,-83.485
0,0.35,30,35.4987,-98.12
0,0.68,50,38.53,-98.92
0,0.5,200,35.73,-85.73
0,7.59,175,36.7706,-87.6551
0,0.3,50,33.4,-80.95
0,0.1,10,33.53,-102.7
0,0.12,20,42.1338,-91.6186
0,0.1,50,36.35,-94.21
0,0.21,50,44.54,-119.95
0,0.5,50,30.9,-99.2
0,0.1,20,34.52,-96.97
0,0.1,30,39.52,-83.83
0,1.5,100,28.2,-82.48
0,1.0,50,44.25,-97.1
0,0.15,50,43.31,-95.79
0,0.1,20,45.08,-94.8
0,7.03,550,31.0952,-92.7595
0,6.0,100,42.22,-98.95
0,0.3,25,32.38,-88.73
0,0.5,40,38.62,-90.33
0,1.81,50,40.698,-80.08
0,9.07,850,32.9229,-95.2473
0,4.0,440,36.12,-101.2
0,1.84,50,43.8215,-93.286
0,0.01,1,32.6531,-83.5979
0,0.77,30,31.69,-101.13
0,4.85,200,36.632,-76.3268
0,1.0,100,39.8,-89.65
0,0.5,40,42.7752,-90.4105
0,7.5,15,39.23,-108.82
0,0.1,30,28.78,-96.67
0,0.1,10,41.45,-90.47
0,2.99,75,32.5658,-93.931
0,1.86,440,44.4771,-92.9206
0,0.2,30,33.5221,-98.22
0,6.9,100,32.1681,-92.6882
0,6.5,400,38.9,-99.73
0,13.8,100,34.4,-93.3
0,0.1,25,38.08,-102.67
0,0.5,40,33.22,-100.15
0,5.0,30,40.23,-92.62
0,0.1,10,40.38,-104.4
0,0.17,10,36.7574,-120.3926
