fat,len,wid,slat,slon
0,0.15,30,42.8041,-75.7403
0,0.1,10,28.2,-97.28
0,2.0,100,41.9,-79.85
0,0.1,10,26.68,-80.37
0,0.0,75,37.33,-94.08
0,1.5,25,47.97,-98.77
0,8.51,800,33.3222,-89.4124
0,4.5,50,42.92,-88.88
0,7.35,200,33.1702,-89.0181
0,0.1,50,43.43,-95.18
0,2.5,200,36.6154,-96.6006
0,4.0,40,32.07,-85.72
0,1.0,20,42.05,-89.65
0,1.29,100,45.8636,-98.3108
0,0.86,50,34.48,-87.0
0,1.8,20,33.25,-94.45
0,0.59,100,39.4578,-99.7739
0,0.77,20,26.5524,-97.78
0,0.74,50,38.6092,-90.6859
0,0.5,50,30.48,-95.03
0,0.2,10,31.8,-95.63
0,1.0,100,37.88,-101.13
0,5.59,75,36.3753,-89.2938
0,1.59,125,37.1,-87.75
0,5.94,250,30.8043,-84.182
0,2.23,25,39.5909,-83.6661
0,10.0,75,38.57,-77.98
0,8.5,1800,37.7,-99.55
0,0.5,40,39.04,-78.29
0,1.49,150,41.1153,-100.861
0,0.1,20,34.1,-98.6
0,3.34,400,32.878,-96.3286
0,2.32,250,30.3638,-88.769
0,1.0,10,42.6165,-113.5521
0,0.5,25,34.58,-79.73
0,22.0,350,42.63,-100.17
0,0.1,0,34.1,-82.63
0,4.38,75,33.2979,-85.4907
0,2.0,100,43.17,-95.32
0,2.15,300,32.79,-97.98
0,0.64,25,41.23,-97.26
0,0.1,10,26.0,-80.5
0,0.45,75,38.1973,-84.6631
0,0.79,50,39.0184,-99.1133
0,2.0,50,36.42,-93.39
0,0.5,55,37.82,-95.3
0,2.68,100,30.5333,-87.1318
0,16.58,300,36.5419,-78.8707
0,0.5,75,41.2,-90.57
0,1.0,30,31.93,-102.05
0,0.5,175,35.427,-94.81
0,0.2,50,35.18,-81.92
0,9.99,800,34.3068,-100.7142
0,11.0,50,36.15,-91.92
0,1.0,75,33.0648,-81.9642
0,2.0,50,45.27,-94.12
0,0.1,50,39.93,-102.95
0,0.2,20,41.98,-98.87
0,9.0,880,39.38,-97.15
0,0.66,150,44.046,-97.8383
0,0.5,30,36.75,-101.57
0,0.5,50,40.83,-92.73
0,0.93,20,42.14,-100.42
0,0.01,50,31.23,-81.94
0,0.1,50,45.62,-95.25
0,0.2,40,39.2,-89.4
0,5.2,30,33.05,-88.25
0,0.1,50,43.35,-96.04
0,0.54,150,36.6392,-87.0126
0,0.1,10,32.83,-95.88
0,0.12,50,36.8936,-93.9261
0,0.95,20,40.68,-93.13
0,3.73,150,39.9564,-82.9702
0,13.78,1600,33.3089,-81.3711
0,0.81,150,37.78,-96.64
0,1.0,100,37.85,-102.62
0,1.2,40,33.37,-79.3
0,8.1,500,34.51,-92.74
0,0.98,50,38.215,-76.544
0,1.0,20,34.22,-82.82
0,0.94,30,43.5097,-93.8644
0,14.05,50,35.362,-100.629
0,5.0,200,37.35,-102.77
0,2.97,160,41.2929,-94.0557
0,0.3,30,34.26,-90.3
0,0.5,25,47.83,-94.52
0,2.67,215,38.1286,-85.9146
0,0.55,50,37.784,-100.259
0,1.46,10,45.48,-98.98
0,0.8,50,39.63,-86.42
0,1.34,300,37.1756,-80.6098
0,1.52,30,44.244,-102.035
0,3.5,150,38.63,-90.07
0,9.73,1320,32.9,-90.0
0,0.25,1,47.172,-104.475
0,1.0,20,35.8288,-75.617
0,2.0,500,34.83,-87.23
0,0.35,50,31.5876,-89.7643
0,0.52,10,41.13,-102.36
0,0.1,25,45.08,-96.3
0,0.66,50,35.46,-97.83
0,0.2,200,30.68,-88.23
0,2.3,75,41.11,-104.15
0,1.55,50,33.027,-90.87
0,6.5,75,39.383,-77.382
0,20.0,50,43.78,-84.75
0,0.01,15,39.5499,-99.4754
0,2.0,70,38.75,-90.58
0,1.5,100,31.5,-91.75
0,2.0,30,37.08,-120.35
0,2.94,150,39.5647,-76.6103
0,0.6,50,32.62,-101.07
0,1.5,50,38.94,-83.4
0,8.37,250,36.0614,-85.9708
0,0.36,50,41.6872,-73.0845
0,5.75,100,37.9998,-91.2153
0,0.1,50,35.07,-77.4
0,3.0,110,37.07,-97.0
0,0.5,70,42.77,-90.18
0,0.6,100,33.28,-86.37
0,7.72,965,40.6237,-95.9883
0,0.3,300,39.95,-88.95
0,0.2,20,40.13,-101.08
0,0.3,100,30.48,-83.65
0,0.5,50,35.38,-77.93
0,0.2,110,37.65,-98.43
0,1.0,30,32.52,-90.32
0,3.0,100,39.52,-80.23
0,0.25,10,39.43,-101.41
0,0.6,15,26.75,-81.43
0,0.55,67,32.0843,-96.4871
0,3.7,40,36.15,-91.77
0,8.16,440,45.2478,-92.902
0,1.02,200,36.27,-91.33
0,7.99,1760,35.32,-100.55
0,0.2,25,29.87,-89.98
0,0.2,23,46.9,-98.87
0,3.0,25,34.77,-102.55
0,5.0,200,35.93,-90.9
0,1.86,50,41.789,-103.32
0,0.1,25,40.2,-98.05
0,3.32,40,42.3072,-94.0661
0,0.2,30,34.13,-102.13
0,0.4,25,46.5,-98.2
0,1.52,200,31.4215,-92.4232
0,0.5,60,33.65,-80.78
0,5.0,75,38.18,-77.78
0,0.5,30,36.82,-86.63
0,8.0,60,40.98,-95.25
0,3.5,100,37.25,-78.2
0,6.93,230,32.5199,-94.2529
0,1.0,30,30.97,-87.27
0,0.65,100,37.3881,-93.9668
0,7.0,50,34.885,-97.423
0,0.1,15,40.18,-97.98
0,0.3,30,34.62,-78.98
0,0.1,23,39.0,-94.12
0,9.6,170,47.19,-122.14
0,0.4,20,40.49,-87.52
0,7.84,25,42.3288,-78.2846
0,3.56,150,30.6,-93.87
0,0.1,10,44.62,-104.2
0,0.35,50,41.67,-88.13
0,0.83,150,39.2588,-91.8296
0,5.39,200,36.8315,-87.4835
0,1.0,100,39.67,-78.08
0,0.3,30,31.38,-85.93
0,0.16,10,45.4208,-119.71
0,0.1,30,33.4,-96.97
0,10.0,250,40.23,-82.48
0,0.3,40,30.48,-103.98
0,0.3,10,44.97,-97.45
0,12.0,300,39.75,-79.65
0,0.5,250,34.53,-95.68
0,0.1,10,28.02,-97.05
0,0.4,50,38.42,-99.3
0,9.24,440,32.289,-90.9521
0,7.38,250,36.88,-92.8
0,3.0,200,38.4,-87.28
0,0.41,25,38.4646,-90.0069
0,1.3,160,46.3076,-91.6082
0,0.1,25,34.8,-100.9
0,2.93,500,32.9417,-93.3165
0,0.1,10,40.45,-90.05
0,6.12,300,32.1646,-90.5739
0,1.0,50,29.75,-90.82
0,0.1,10,41.55,-90.77
0,2.0,250,37.73,-91.82
0,0.1,50,42.87,-97.92
0,3.0,40,28.33,-80.72
0,0.1,5,42.78,-95.93
0,0.2,30,41.25,-103.63
0,0.29,100,39.2681,-105.105
0,0.45,50,37.1165,-96.5284
0,1.29,25,40.1899,-102.4529
0,5.0,100,39.72,-94.35
0,1.5,100,34.3,-83.58
0,0.5,75,28.33,-97.82
0,5.0,200,36.3604,-93.0267
0,2.0,300,37.23,-97.98
0,0.1,25,39.53,-94.42
0,5.29,880,48.76,-97.86
0,14.45,25,26.2184,-80.4419
0,0.1,20,40.8,-98.52
0,0.2,20,29.31,-100.9
0,0.3,20,37.36,-99.48
0,0.1,30,32.2011,-90.7
0,0.1,10,26.23,-80.12
0,5.3,400,45.3496,-89.3822
0,2.45,200,40.0523,-85.4825
1,5.0,100,35.13,-94.02
0,0.25,10,26.73,-81.16
0,12.58,350,39.7781,-98.3652
0,11.42,880,34.3753,-85.0146
0,3.51,50,45.19,-92.13
0,2.0,50,37.42,-96.45
0,1.0,20,34.77,-85.92
0,0.2,50,34.68,-77.05
0,0.1,20,33.92,-86.95
0,9.27,300,35.331,-81.432
0,0.48,65,31.7283,-85.7842
0,2.9,100,42.4086,-72.797
0,3.0,100,46.78,-96.15
0,0.1,50,37.8,-95.63
0,0.1,10,41.3,-85.98
0,4.0,50,44.55,-92.0
0,2.8,50,31.95,-94.03
0,2.0,100,37.5,-102.57
0,0.1,25,31.37,-103.55
0,0.1,100,30.29,-82.82
0,6.2,75,38.69,-98.98
0,0.02,30,37.059,-79.008
0,0.1,10,37.28,-104.37
0,0.1,50,43.04,-96.24
0,6.24,300,41.1863,-87.5263
0,0.1,50,39.58,-104.52
0,4.5,400,33.58,-86.85
0,1.34,450,42.6676,-78.5606
0,2.0,50,48.2,-97.85
0,0.09,35,28.6506,-80.8433
0,1.0,50,37.67,-98.13
0,5.1,75,37.5285,-85.7443
0,0.73,50,29.6502,-95.2018
0,0.8,100,35.69,-99.8
0,7.0,880,37.72,-87.18
0,0.22,30,42.9783,-89.5225
0,0.31,40,38.34,-98.81
0,5.53,150,39.2072,-76.9451
0,9.2,10,42.13,-102.62
0,2.0,50,39.87,-89.47
0,9.63,1330,33.0609,-88.464
0,5.89,200,42.9102,-88.2148
0,0.44,100,44.979,-89.741
0,0.2,75,35.42,-94.343
0,1.2,20,40.52,-96.8
0,0.5,10,26.52,-80.08
0,1.85,75,39.053,-83.9283
0,1.32,100,30.04,-81.71
0,0.13,10,40.8873,-89.1621
0,0.3,100,35.53,-100.93
0,1.8,100,38.27,-76.85
0,0.2,30,28.85,-80.85
0,0.1,20,36.17,-97.79
0,1.4,150,38.5157,-100.717
0,0.1,20,41.82,-101.35
0,0.2,25,47.67,-95.4
0,8.44,200,46.4945,-95.3106
0,1.1,100,35.3556,-87.1614
0,0.1,50,39.92,-104.67
0,0.1,20,39.52,-102.6
0,0.44,100,31.65,-89.45
0,0.5,50,34.48,-97.85
0,0.01,25,39.75,-103.22
0,0.1,20,29.38,-89.6
0,0.3,30,38.12,-85.57
0,10.0,400,30.27,-92.53
0,4.19,80,34.37,-93.2
0,0.01,10,30.31,-92.67
0,0.08,25,39.2012,-104.292
0,1.3,220,36.577,-96.5783
0,7.29,400,46.98,-95.02
0,0.1,10,28.45,-96.42
0,6.0,250,38.1527,-86.1501
0,0.3,30,38.83,-104.4
0,3.28,25,32.68,-87.65
0,1.82,100,36.3725,-86.7983
0,4.0,100,47.57,-97.42
0,2.0,30,44.9,-95.12
0,4.78,100,45.5195,-92.3955
0,2.86,50,30.6792,-96.3106
0,22.89,1056,32.1575,-89.1141
0,1.6,75,33.5605,-97.021
0,4.65,100,34.694,-90.7741
0,5.0,30,26.03,-97.52
0,0.1,20,47.07,-109.2
0,0.37,160,32.4014,-97.8896
0,13.27,50,30.6647,-94.0114
0,0.25,100,37.7467,-83.3719
0,1.24,100,37.0137,-94.1192
0,1.5,100,38.75,-99.38
0,20.57,200,42.05,-105.106
0,4.01,25,40.0751,-95.3446
0,0.5,20,42.2178,-90.2422
0,0.21,10,45.51,-99.15
0,5.75,40,34.702,-90.9161
0,4.72,100,37.0814,-93.4471
0,1.3,60,38.9,-91.42
0,2.27,200,37.13,-91.52
0,0.53,70,37.1524,-97.2179
0,0.5,10,45.07,-123.98
0,0.1,10,34.23,-101.02
0,6.48,140,38.7815,-97.4704
0,2.5,50,34.5422,-85.6944
0,5.0,150,35.4858,-97.8511
0,0.1,30,41.48,-93.68
0,15.0,20,29.93,-93.37
0,0.5,30,38.62,-109.55
0,0.1,10,46.8,-101.27
0,20.0,100,39.68,-86.22
0,15.17,100,32.571,-95.8725
0,0.1,50,43.73,-97.58
0,2.03,75,33.0499,-88.8877
0,1.5,75,41.33,-76.82
0,4.6,100,33.87,-87.3
0,0.1,50,40.52,-102.1
0,6.0,100,31.45,-85.33
0,2.5,25,47.88,-96.38
0,0.76,40,33.18,-88.4
0,1.2,100,36.05,-86.75
0,1.0,50,31.42,-90.4
0,0.5,25,47.75,-94.48
0,6.85,150,41.346,-86.4435
0,6.14,150,40.56,-89.29
0,0.1,30,28.12,-82.62
0,0.1,40,40.98,-96.4
0,0.1,50,43.25,-84.63
0,0.1,50,34.85,-76.42
0,32.57,440,33.5649,-91.2421
0,0.5,50,38.98,-83.71
0,0.5,10,47.82,-95.63
0,0.1,50,43.82,-95.83
0,4.5,100,33.29,-111.75
0,0.2,30,35.5213,-98.6251
0,2.0,200,30.42,-87.22
0,0.3,30,34.72,-101.55
0,2.91,200,46.02,-97.11
0,5.15,200,30.9619,-89.7115
0,0.1,30,36.58,-106.52
0,1.7,175,38.5935,-90.5559
0,1.0,0,43.82,-107.68
0,1.0,0,44.5,-93.52
0,0.1,50,38.93,-103.82
0,2.0,70,38.95,-92.33
0,1.47,150,39.1287,-89.8272
0,0.5,50,36.83,-87.82
0,0.15,20,47.9855,-102.55
0,0.1,30,37.17,-79.75
0,0.31,75,36.1163,-89.2843
0,2.0,50,42.2,-96.18
0,7.81,850,42.4988,-97.0407
0,0.1,25,34.78,-76.5
0,2.04,390,33.6108,-94.6584
0,0.5,50,41.5,-74.15
0,3.0,100,33.57,-90.93
0,2.27,240,32.5133,-82.9802
0,14.5,200,43.37,-89.9
0,2.86,30,29.8544,-97.3407
0,0.1,25,45.16,-105.16
0,0.1,23,39.2,-99.3
0,2.0,50,48.58,-109.23
0,0.1,25,40.48,-95.62
0,2.0,200,33.9757,-97.821
0,0.13,40,35.536,-83.434
0,0.3,25,40.05,-101.82
0,0.1,50,38.28,-76.43
0,3.5,30,34.2,-91.33
0,0.1,50,40.07,-104.72
0,0.1,10,27.37,-82.52
0,12.0,100,38.73,-77.18
0,0.1,50,43.05,-83.32
0,11.0,1230,31.63,-90.62
0,1.0,110,37.87,-95.77
0,1.04,20,30.6825,-93.4706
0,0.5,30,48.68,-97.73
0,0.5,25,40.41,-76.46
0,3.5,25,36.28,-93.03
0,0.98,60,27.8983,-82.6935
0,5.0,50,37.8969,-86.8838
0,12.0,75,38.15,-89.42
4,16.7,880,34.4,-87.29
0,0.5,100,38.67,-102.65
0,1.0,50,30.2,-92.68
0,0.2,50,38.46,-81.42
0,0.1,50,33.6,-80.25
0,0.75,75,40.0656,-101.458
0,0.1,30,43.92,-84.73
0,0.1,20,29.62,-95.77
0,11.62,440,38.46,-102.05
0,2.0,20,42.63,-98.65
0,1.34,200,40.0116,-88.7367
0,21.04,100,42.16,-91.67
0,0.3,30,28.8,-81.72
0,1.71,80,43.66,-70.68
0,0.25,75,26.5436,-80.1096
0,0.1,50,37.32,-121.02
0,0.2,150,30.37,-90.6639
0,0.1,25,39.7876,-86.1762
0,0.5,30,44.92,-95.17
0,0.5,50,33.22,-98.52
0,18.0,800,48.81,-98.21
0,2.82,50,40.1462,-82.1611
0,2.65,200,32.6176,-94.6237
0,0.3,50,31.37,-81.43
0,0.55,25,36.3235,-101.427
0,26.0,300,41.83,-86.25
0,0.02,25,40.5549,-98.5551
0,1.5,40,38.92,-89.1
0,0.5,50,36.95,-77.77
0,0.5,30,31.4,-100.3
0,0.3,50,34.5,-99.02
0,0.1,25,35.68,-77.47
0,5.2,400,45.82,-88.08
0,1.0,30,29.32,-100.72
0,0.1,50,33.37,-85.27
0,0.1,10,27.87,-97.27
0,3.13,150,36.5868,-87.037
0,0.77,260,31.5838,-89.9613
0,0.06,20,36.2327,-100.4
0,14.7,880,32.1763,-104.0794
0,0.1,10,44.93,-74.28
0,6.0,40,32.48,-90.17
0,2.0,30,33.82,-79.68
0,0.32,100,41.133,-77.431
0,0.1,0,36.2,-101.6
0,6.5,70,33.3,-87.9
0,0.7,200,26.835,-80.11
0,0.1,50,33.4,-97.23
0,0.2,25,47.05,-94.68
0,1.5,20,41.88,-98.67
0,1.69,35,32.0995,-94.9101
0,0.44,50,37.88,-100.76
0,0.5,50,30.77,-95.95
0,4.0,100,32.9,-89.08
0,5.1,80,43.8712,-113.491
0,0.2,50,46.22,-94.82
0,3.0,400,29.02,-80.93
0,8.94,200,32.5699,-86.4854
0,1.0,110,37.17,-97.77
0,1.83,50,45.0499,-95.7361
0,0.78,75,30.7626,-87.2375
0,2.35,150,41.7415,-75.7123
0,5.93,600,40.1798,-96.9171
0,0.1,25,36.77,-100.82
0,2.56,100,43.73,-96.77
0,0.2,20,35.39,-96.9967
0,0.5,50,33.25,-100.85
0,0.34,20,43.4706,-93.7139
0,1.0,50,33.75,-100.43
0,0.1,20,42.85,-112.42
0,0.8,50,32.2298,-98.1017
0,3.3,100,33.32,-86.2
0,5.9,300,39.9243,-95.9335
0,1.0,25,48.08,-97.64
0,0.1,50,30.87,-83.97
0,2.01,500,27.8748,-97.3063
0,5.53,100,41.1113,-89.7134
0,6.83,150,43.948,-98.7844
0,0.5,25,47.87,-98.43
0,5.73,420,47.996,-92.8542
0,8.0,0,30.1,-95.23
0,1.2,700,41.08,-76.83
0,1.43,75,37.0899,-92.4868
0,0.9,30,33.22,-99.87
0,7.07,200,44.353,-104.0556
0,0.1,50,37.1,-95.9
0,21.15,1050,45.1113,-89.8858
0,1.5,100,30.63,-85.72
0,0.1,30,35.23,-94.48
0,4.69,400,44.06,-104.06
0,0.09,50,41.3747,-86.8731
0,23.05,880,34.2703,-84.8674
0,13.7,200,32.492,-96.8595
0,5.58,820,32.349,-94.2631
0,0.5,50,40.37,-97.2
0,0.01,50,40.3624,-99.3105
0,0.3,30,39.78,-75.2
0,5.0,40,38.87,-89.35
0,0.3,30,37.47,-89.25
0,0.5,50,33.27,-80.53
0,2.1,50,39.5,-85.3
0,4.16,200,42.14,-72.48
0,0.54,30,32.5124,-97.8082
0,0.1,30,37.67,-121.33
0,0.4,40,42.58,-98.04
0,1.5,1000,34.22,-101.32
0,0.47,100,37.6968,-99.9677
0,0.1,50,31.9286,-99.5701
0,1.0,30,34.68,-87.67
0,0.3,35,42.07,-95.6
0,11.03,1320,32.1237,-90.6506
0,1.7,0,43.33,-83.2
0,1.0,50,39.87,-91.02
0,3.0,60,31.23,-84.2
0,0.3,25,36.65,-96.33
0,12.5,300,39.79,-100.56
0,0.98,40,36.9773,-88.5156
0,1.4,150,41.75,-75.74
0,1.47,35,31.19,-97.31
0,0.05,20,28.0616,-82.512
0,4.1,100,30.47,-88.9093
0,0.28,25,42.7497,-103.004
0,0.05,15,28.3917,-81.3403
0,0.3,30,35.17,-84.73
2,10.59,200,38.42,-89.45
0,4.1,50,34.24,-94.03
0,4.0,30,34.32,-98.32
0,0.2,10,45.25,-111.65
0,0.1,6,39.62,-122.2
0,6.08,200,31.1644,-89.6325
0,0.2,0,42.15,-121.73
0,4.0,50,41.15,-84.17
0,5.26,200,36.7835,-87.3969
0,1.0,50,36.78,-76.62
0,0.47,40,35.067,-80.556
0,5.0,50,48.92,-95.48
0,1.75,50,33.6482,-101.612
0,0.1,20,28.82,-97.85
0,0.3,50,33.7722,-87.6959
0,3.02,50,40.2637,-77.6453
0,0.9,50,42.2936,-108.01
0,0.4,40,32.72,-103.17
0,1.0,20,34.97,-88.38
0,0.5,50,46.36,-104.23
0,1.0,100,36.23,-97.9
0,0.3,50,37.39,-76.37
0,3.0,100,30.97,-82.87
0,4.91,40,32.8841,-96.8623
0,0.38,75,30.301,-91.109
0,7.2,150,33.38,-89.68
0,0.42,30,31.69,-89.36
0,5.0,100,38.28,-78.43
0,0.28,50,42.8821,-83.9439
0,0.21,20,33.3598,-105.768
0,0.5,30,37.83,-100.98
0,0.1,30,40.23,-89.37
0,0.3,10,45.57,-98.15
0,1.8,50,44.7744,-99.5408
0,0.21,75,40.1195,-90.0733
0,0.7,50,30.85,-97.92
0,1.25,50,41.27,-105.05
0,0.8,75,43.42,-87.85
0,0.1,75,31.47,-100.72
0,2.0,50,47.22,-108.35
0,6.0,440,34.67,-80.02
0,0.15,10,34.28,-77.75
0,4.92,75,39.4411,-97.0346
0,1.04,200,37.4378,-93.8466
0,0.1,25,40.83,-84.23
0,0.66,30,32.8737,-86.6605
0,2.53,150,40.3945,-85.7099
0,13.35,300,40.632,-81.447
0,15.0,200,36.0,-89.42
0,0.3,20,45.27,-96.63
0,0.86,30,27.41,-81.7
0,4.07,150,33.5678,-84.7811
0,2.5,120,37.07,-98.52
0,0.59,150,33.436,-87.644
0,2.0,50,39.67,-99.62
0,0.1,30,30.32,-89.33
0,0.1,30,33.25,-101.38
0,0.1,50,38.87,-104.73
0,1.86,100,34.3535,-88.5417
0,1.3,30,37.77,-101.15
0,2.53,100,36.3571,-103.145
0,9.42,440,38.07,-95.34
0,0.03,25,33.83,-88.21
0,0.25,30,31.4526,-93.7545
0,12.76,1200,40.577,-85.392
0,1.2,75,37.38,-96.12
0,0.2,25,46.82,-97.25
0,50.6,440,35.52,-89.9
0,0.1,20,42.75,-105.77
0,2.0,75,33.35,-87.68
0,0.5,30,24.92,-80.63
0,9.0,300,30.97,-93.58
0,0.2,20,36.58,-92.15
0,19.6,900,37.65,-99.25
0,2.5,400,30.15,-96.93
0,3.37,400,34.6017,-93.8294
0,3.0,100,33.03,-90.87
0,12.07,600,34.1786,-87.6088
0,1.0,75,38.9,-102.25
0,1.53,200,37.843,-77.998
0,3.27,100,37.44,-98.66
0,2.5,100,36.98,-86.53
0,9.0,100,38.72,-85.65
0,0.4,15,33.95,-78.27
0,11.47,400,32.37,-85.6
0,3.64,75,30.5434,-89.12
0,5.0,100,47.9,-96.53
4,68.1,2900,34.8057,-92.6075
0,0.1,50,32.49,-99.92
0,0.2,200,38.37,-101.22
0,0.72,50,44.3158,-88.4978
0,1.0,75,47.45,-96.9
0,0.1,50,39.35,-103.9
0,0.13,100,35.0567,-101.995
0,0.3,10,45.13,-101.1
0,0.1,50,39.22,-103.84
0,1.84,100,30.3977,-93.1845
0,0.3,20,42.27,-92.08
0,4.9,300,38.9237,-83.9639
1,54.0,4400,40.32,-97.33
0,0.3,25,39.88,-101.95
0,0.1,25,44.55,-94.28
0,0.3,50,36.48,-87.42
1,13.13,440,34.5398,-78.7875
0,0.8,50,46.677,-97.7474
0,33.0,150,31.35,-85.35
0,0.1,30,43.1,-100.97
0,0.11,25,36.8506,-100.938
0,0.04,20,35.4284,-106.3902
0,3.81,250,32.5804,-95.8161
0,26.2,1200,33.0273,-88.3177
0,1.0,50,28.08,-80.57
0,0.1,23,30.42,-86.6
0,0.75,30,34.015,-97.134
0,1.0,150,41.18,-77.28
0,0.54,30,29.5438,-96.0845
0,7.44,150,34.954,-88.0731
0,17.5,440,40.47,-89.68
0,2.0,30,35.42,-91.85
0,0.2,25,34.57,-77.42
0,0.1,50,43.42,-95.55
0,0.36,100,34.8231,-91.255
0,7.27,100,40.667,-91.9983
0,0.1,100,39.72,-90.0
0,0.5,25,47.58,-98.38
0,0.5,40,32.15,-98.55
0,0.8,50,39.8,-89.65
0,10.75,220,33.85,-80.43
0,10.0,75,31.97,-85.5
0,1.06,200,31.82,-87.32
0,0.1,20,30.8,-86.42
0,0.2,50,39.35,-91.35
0,3.0,35,38.7225,-86.2251
0,2.5,30,37.2,-88.95
0,37.2,700,32.82,-93.75
0,0.1,50,39.82,-104.38
0,3.0,40,32.22,-80.75
0,10.65,200,41.8172,-85.6873
0,0.11,40,39.9358,-83.9143
0,4.0,100,42.97,-96.77
0,1.5,67,40.35,-74.33
0,0.2,50,37.1,-87.87
0,4.5,1000,34.3923,-99.4648
0,9.0,100,47.66,-96.81
0,0.5,10,28.05,-82.6
1,6.0,40,35.75,-80.82
0,12.8,1100,40.15,-89.08
0,1.4,40,32.49,-97.86
0,2.0,40,27.82,-80.47
0,13.66,2252,31.5115,-92.2521
0,0.1,30,40.97,-84.87
0,2.0,100,43.05,-97.05
0,1.0,50,31.97,-90.98
0,0.1,20,45.05,-87.78
0,1.77,340,32.0888,-95.2289
0,9.5,100,36.22,-91.38
0,1.56,100,33.5088,-97.2695
0,7.0,400,37.37,-88.9
0,0.85,50,35.14,-86.96
0,0.5,25,34.95,-79.12
0,5.0,100,33.38,-80.45
0,4.79,150,33.04,-94.06
0,0.1,10,26.07,-80.15
0,0.39,50,37.6987,-89.3713
0,0.1,10,40.13,-96.67
0,0.6,200,31.6519,-88.6079
0,0.5,10,36.42,-87.2
0,5.88,500,37.2112,-90.3706
3,18.0,200,28.48,-81.72
0,1.47,100,31.5763,-96.8648
0,0.41,100,42.8208,-90.2636
0,36.92,850,34.0102,-94.4754
0,0.1,50,36.27,-76.4402
0,0.5,30,47.0,-100.67
0,0.2,20,42.63,-103.25
0,0.1,10,29.73,-81.97
0,0.18,50,38.897,-94.341
0,0.1,40,34.02,-80.93
0,0.5,20,29.32,-98.8
0,0.25,10,39.6848,-101.693
0,1.23,25,35.2023,-113.974
0,3.03,50,30.8969,-86.1972
0,0.5,20,40.37,-100.38
0,1.84,30,39.9831,-76.0712
0,7.8,300,35.9993,-95.4553
0,8.52,100,40.9768,-81.4045
0,6.0,440,33.83,-81.88
0,2.0,75,37.7,-96.47
0,5.8,150,36.18,-91.75
0,0.5,100,39.82,-97.63
0,0.7,100,39.12,-81.6
0,0.5,50,33.57,-81.3
0,0.02,50,39.0601,-97.7064
0,0.5,25,45.25,-96.58
0,1.0,25,33.7,-96.92
0,0.2,20,31.07,-95.0
0,31.59,200,35.38,-88.02
0,0.2,50,37.42,-95.1
0,0.17,50,26.1145,-80.1047
0,2.78,30,34.4676,-79.3357
0,0.12,50,38.4602,-85.4629
0,21.71,700,32.5409,-84.6735
0,0.75,50,34.03,-102.8
0,9.9,50,38.844,-100.336
0,3.0,50,34.4,-82.53
0,3.5,40,36.97,-95.23
0,7.5,200,39.85,-100.62
0,0.56,50,36.39,-78.95
0,3.5,50,35.206,-97.301
0,0.01,20,37.9921,-90.7098
0,6.4,400,35.8074,-93.9938
0,0.69,50,32.82,-81.76
0,8.63,3520,43.53,-89.26
0,2.0,50,40.13,-77.45
0,0.5,75,38.88,-102.9
0,0.3,80,38.6,-95.1
0,0.2,75,35.4519,-95.7008
0,0.98,30,27.4602,-82.1379
0,0.1,10,40.7,-89.45
0,1.0,30,35.35,-85.36
0,6.04,100,38.072,-103.532
0,0.5,20,35.23,-98.43
0,1.8,40,36.27,-91.55
0,0.6,40,27.92,-82.27
0,2.9,200,42.55,-72.4
0,0.65,30,37.8815,-86.2367
0,0.2,20,33.63,-79.77
0,0.1,50,34.53,-80.22
0,1.0,110,37.33,-97.23
0,28.0,75,47.83,-106.48
0,0.3,20,37.3,-89.85
0,0.25,25,41.1788,-103.968
0,0.7,30,40.8,-94.77
0,0.71,25,44.69,-98.99
0,3.92,50,43.1854,-115.883
0,1.0,50,33.22,-91.95
0,1.5,100,39.92,-77.22
0,3.0,50,37.4,-89.48
0,1.0,800,34.42,-117.57
0,0.1,30,41.37,-85.05
0,3.5,70,41.22,-96.43
0,1.1,150,32.57,-101.85
0,1.25,25,28.8719,-96.9825
0,0.1,25,46.16,-96.49
0,0.5,110,38.83,-98.85
0,0.5,23,47.03,-96.53
0,0.28,50,38.9517,-104.6513
0,0.67,50,44.0487,-98.8351
0,0.1,20,35.1,-76.72
0,15.0,900,33.87,-101.6
0,11.17,250,36.6614,-90.0897
0,12.0,75,30.65,-85.48
0,7.0,880,35.62,-97.2
0,2.19,440,37.3325,-94.7516
0,2.86,200,35.5224,-89.9525
0,1.04,440,41.2727,-95.7393
0,0.1,50,39.77,-104.42
0,0.1,30,40.8,-90.78
0,1.65,100,37.46,-89.46
0,0.25,53,45.2176,-123.187
0,3.27,100,40.8213,-96.0074
0,4.28,175,39.001,-78.336
0,6.0,75,38.85,-77.78
0,0.2,100,40.13,-96.35
0,4.0,80,33.92,-87.03
0,0.1,30,31.57,-83.02
0,1.1,30,38.17,-98.92
0,21.0,440,35.48,-88.93
0,1.0,80,39.83,-96.15
0,2.0,170,32.87,-81.12
0,0.2,50,40.0,-91.17
0,0.1,100,40.85,-73.03
0,0.83,25,48.34,-102.03
0,1.0,150,34.5,-79.83
0,1.0,0,35.07,-102.02
0,0.1,15,34.52,-82.87
0,0.09,25,45.344,-95.1285
0,8.69,400,36.77,-85.04
0,5.5,250,36.45,-96.41
0,19.0,600,34.58,-91.7
0,1.64,100,43.7837,-88.8856
0,0.5,25,32.43,-91.87
0,0.1,10,38.12,-94.03
